Pair_ID	relatedness_score
3	2.445459
3	4.2139263
3	1.5794135
3	1.1663535
3	2.3893557
3	3.799737
3	3.4641857
3	4.1822386
3	3.318081
3	3.389235
3	2.6800337
3	2.5162673
3	2.7021675
3	1.7801701
3	2.9728966
3	3.1043367
3	4.1730504
3	2.6773255
3	3.9287653
3	3.6109867
3	2.093976
3	4.038934
3	4.0650525
3	2.7430398
3	4.2910185
3	4.2466927
3	1.4064151
3	4.0274205
3	3.9021282
3	3.869172
3	3.8628292
3	4.1811595
3	2.1642714
4	2.6479583
4	2.6187434
4	3.0598686
4	2.7477026
4	2.9437485
4	3.9486308
4	3.9086657
4	3.7684555
4	3.5797377
4	4.124252
4	3.9595084
4	3.724616
4	3.2965055
4	3.69565
4	4.046721
4	3.799121
4	3.847487
4	3.3202887
4	3.982575
4	4.0058975
4	3.9351263
4	3.3701649
4	3.4985251
4	3.9171844
4	4.2198625
4	4.1169825
4	4.0574403
4	3.921856
4	3.8973618
4	3.8321848
4	4.079513
4	1.8929759
4	2.8395152
4	3.5074863
4	3.5971608
4	3.734951
4	3.7451706
4	3.8760285
4	3.3632503
4	4.081505
4	3.057386
4	3.6545806
4	4.107444
4	1.6297553
4	2.3395457
4	2.4125943
4	3.834766
4	4.121465
4	3.5561833
4	3.5462213
4	3.5589957
4	3.976509
4	3.1216512
4	4.0899706
4	3.0231252
4	2.1655862
5	2.0979712
5	4.1453066
5	3.8444815
5	3.3583179
5	2.483355
5	3.779893
5	3.6177363
5	2.2601385
5	3.5487742
5	3.6727161
5	3.5286002
5	3.5168762
5	3.6096463
5	3.9418583
5	3.895287
5	3.7844229
5	2.7069817
5	3.3668847
5	3.704863
5	3.4844723
5	3.3038955
5	3.4200673
5	4.1904616
5	4.247872
5	2.915205
5	1.8682203
5	2.9008007
5	4.036792
5	3.2508268
5	4.326641
5	3.5256076
5	3.9257646
5	3.855761
5	3.8100142
5	3.4532795
5	3.3199391
5	4.0013685
5	3.253463
5	2.8100824
5	3.3561287
5	3.9967737
5	3.8399215
5	2.5987728
5	3.5394535
5	4.3037186
5	4.2685113
5	3.9266467
5	4.2082963
5	4.012368
5	2.8988523
5	3.7259355
5	4.305593
5	4.4204106
5	3.6809583
5	4.2763486
5	4.374898
5	3.7752905
6	3.6770782
6	3.212987
6	2.0499039
6	2.4834843
6	2.5702558
6	2.6598911
6	3.1182463
6	3.6472745
6	3.0981374
6	3.6697454
6	3.9199624
6	3.0021505
6	3.4097662
6	4.211607
6	3.5471334
6	3.0423427
6	2.6592612
6	2.5618167
6	3.7557173
6	3.6853294
6	4.3428593
6	3.8514695
6	4.172985
6	4.1609883
6	4.098054
6	3.618559
6	3.8626394
6	3.7729115
6	3.3283381
6	4.3042784
6	3.924551
6	4.3641477
6	3.6168647
6	3.4885774
6	3.192553
6	2.9655209
6	3.351995
6	4.216011
6	3.7073941
6	3.7730422
6	3.31176
6	3.9128323
6	4.1866956
6	3.609449
6	4.003054
6	4.063128
7	4.042033
7	4.0410905
7	3.530529
7	3.0968869
7	3.5485077
7	2.8484693
7	3.4670997
7	2.5736265
7	2.8418713
7	4.1589622
7	3.4720788
7	4.1174493
7	3.7534757
7	3.7977161
7	4.204353
7	3.5918827
7	3.9496117
7	4.2402296
7	4.236619
7	1.9840655
7	1.9288607
7	3.4005136
7	2.9346237
7	3.3609085
7	3.136612
7	2.6557808
7	4.1257663
7	3.8754659
7	4.2155056
7	2.0138922
7	3.0819693
7	3.1292534
7	3.7194357
7	3.795586
7	3.3033304
7	3.7121215
7	3.0999846
7	3.9633703
7	3.1604197
7	3.8786092
7	3.9873095
7	3.6764498
7	3.6805725
7	3.6815157
7	3.822806
7	3.5073504
8	3.4327016
8	3.1884108
8	3.3476315
8	4.1329594
8	3.9957886
8	3.8352585
8	3.9951992
8	3.7766943
8	1.8033688
8	2.603406
8	1.820328
8	4.1403813
8	3.9851823
8	3.2668118
8	1.9093575
8	2.377029
8	1.6955564
8	3.6946688
8	3.2024174
8	4.3104577
8	3.6410747
8	4.1737223
8	3.4841504
8	2.3111243
8	2.6530066
8	4.0514193
8	3.877767
8	3.9692297
8	2.4819646
8	3.5939374
8	2.9200578
8	3.81919
8	3.0876613
8	4.109465
8	3.9265556
8	4.1083984
8	3.7622857
8	3.2550719
8	4.05349
8	4.1445293
8	3.7201653
8	3.7608495
8	3.436603
8	4.0147114
8	3.331308
8	3.721879
8	2.961897
8	2.626988
9	4.1160936
9	4.176733
9	4.174473
9	3.9327083
9	3.3639693
9	3.3475513
9	4.020049
9	4.1523542
9	4.235991
9	4.0611763
9	3.9241467
9	3.2811575
9	4.209849
9	4.323755
9	4.1596184
9	4.3006744
9	3.209556
9	2.8689718
9	3.587388
9	4.21446
9	4.1953483
9	4.0392175
9	3.7766352
9	3.876482
9	3.4681945
9	4.099595
9	2.0210066
9	3.7930984
9	1.7938927
9	4.033257
9	3.3560834
9	3.25213
9	3.2363691
9	2.6247463
9	2.8363838
9	2.1175883
9	2.4402661
9	2.1652296
9	3.465601
9	4.0192494
9	4.028876
9	1.5863495
9	3.0298777
9	4.0214825
9	3.276526
9	4.051265
9	2.0557508
9	2.2304091
9	2.1358733
9	2.6706195
9	5.063323
1	3.4739885
1	2.7907705
1	2.70225
1	2.624792
1	4.137097
1	3.623454
1	3.634406
1	4.0454645
1	3.975748
1	4.179278
1	4.080669
1	3.0449216
1	3.6978278
1	3.6685572
1	2.9218504
1	3.0455222
1	4.1312385
1	3.6851816
1	3.715551
1	3.6291418
1	1.5454164
1	3.659906
1	3.2951655
1	2.8955388
1	3.2109694
1	3.3420458
1	3.8563251
1	4.2308145
1	3.7469044
1	3.428328
1	3.8796139
1	4.014029
1	4.079948
1	4.166078
1	3.8391204
1	3.8589077
1	3.757782
1	3.7092886
1	3.861599
1	3.2839546
1	3.7138839
1	4.0507975
1	4.059883
1	4.0338097
1	4.2691646
1	2.5489044
1	3.359735
1	3.0565186
1	3.4387612
1	4.104194
1	4.036004
1	1.3536427
1	1.375666
1	1.2200896
1	4.335308
1	4.294605
1	3.545885
1	4.2401524
1	3.8807836
1	4.191205
1	4.284769
1	4.0870395
1	4.1530585
1	4.131475
1	3.9611936
1	2.58125
1	4.2353754
1	4.198017
1	3.6908183
1	0.8715049
1	1.0005922
1	0.8707801
1	4.1594024
1	3.6087365
1	3.48979
1	4.2560043
1	4.00597
1	4.1843834
1	4.1783695
1	4.1219845
1	3.9233704
1	4.198772
1	4.1669593
1	4.1697984
1	3.1788642
1	4.3743887
1	3.3054667
1	4.2146378
1	3.8775325
1	0.8906406
1	0.8212218
1	3.874807
1	3.8234668
1	3.9571981
1	3.6133409
1	3.5417166
1	3.925601
1	3.1734219
1	4.034052
1	3.6368103
1	4.224809
1	3.8577332
1	3.7741275
1	3.79676
1	3.7998738
1	3.7298722
1	4.265518
1	4.0496736
1	3.8019981
1	4.1336527
1	4.1943946
1	3.607699
1	3.9976282
1	2.0698268
1	3.1583753
1	3.3563457
1	3.3410559
1	4.08641
1	4.008287
1	3.1145964
1	3.0167632
1	3.4820595
1	3.7105484
1	3.8012123
1	3.9144306
1	4.301749
1	4.3309083
1	4.167701
1	3.8203964
1	4.2019024
1	4.1710052
1	3.915841
1	2.5594993
1	2.5146718
1	2.967414
1	4.284969
1	3.544057
1	3.912303
1	1.0788721
1	3.6122723
1	3.0090325
1	3.8601193
1	2.5468383
1	4.115736
1	4.076579
1	4.0761514
1	3.6996117
1	3.0929427
1	3.665019
1	3.4527502
1	1.6960535
1	3.6226335
1	1.62623
1	4.1393104
1	1.3576708
1	1.459864
1	4.284858
1	3.6495094
1	4.2482266
1	1.036774
1	0.98760337
1	1.026732
1	0.9997741
1	4.082653
1	3.5818334
1	4.098011
1	3.3346415
1	3.4606853
1	2.3851173
1	4.1587057
1	4.229185
1	3.70821
1	4.0319386
1	3.6892686
1	3.443214
1	3.7545948
1	4.11217
1	3.430859
1	3.8416991
1	4.084353
1	3.9081674
1	4.353261
1	3.6355095
1	3.8152142
1	3.8621182
1	3.9529238
1	4.1282854
1	3.4151258
1	3.7309537
1	3.7114272
1	4.2135644
1	3.0720587
1	4.0640163
1	3.8179994
1	3.9571815
1	3.9697356
1	3.933238
1	3.9862223
1	0.8645927
1	1.0088025
1	0.8574433
1	4.0139923
1	3.0072231
1	3.794292
1	1.11023
1	2.5946553
1	3.6330929
1	3.6524282
1	2.6307964
1	4.185796
1	2.812171
1	3.0844855
1	3.3601089
1	3.2192245
1	4.1108537
1	3.6980147
1	0.97735107
1	0.7967337
1	0.86664057
1	4.041073
1	3.9792414
1	3.5145106
1	3.645465
1	4.266217
1	3.4684176
1	1.3649044
1	3.983685
1	1.1854465
1	4.027234
1	3.5218263
1	4.3437815
1	3.3944783
1	4.268201
1	3.8015213
1	4.304654
1	3.5218549
1	3.300715
1	2.261829
1	2.5912828
1	1.9699832
1	3.9012208
1	3.9047756
1	3.1950846
1	4.110486
1	4.151785
1	3.7848883
1	4.1009574
1	4.3121934
1	4.226435
1	3.549024
1	3.8424168
1	4.163277
1	3.8539853
1	3.9857383
1	3.0497832
1	3.040812
1	3.0967574
1	2.9516194
1	2.052681
1	3.2187536
1	2.7640748
1	3.8490715
1	4.0427294
1	2.7683306
1	3.2643967
1	4.3460703
1	4.1628556
1	1.3780215
1	1.2017248
1	3.8232818
1	4.1722517
1	3.5886984
1	3.5881906
1	3.753222
1	3.8326726
1	3.6119342
1	2.1685963
1	3.7977595
1	2.3201308
1	4.020674
1	2.5012217
1	1.6418171
1	4.2777905
1	3.7230487
1	3.9484506
1	4.053445
1	3.0084755
1	2.5138946
1	1.7906415
1	4.1649017
1	3.6474252
1	3.5191627
1	3.8236022
1	4.033999
1	3.991498
1	4.3375845
1	3.9078913
1	4.2607174
1	4.198894
1	4.29757
1	4.346126
1	3.574132
1	4.2697754
1	4.4296665
1	3.108614
1	2.3080888
1	4.2122464
1	3.90879
1	3.9869676
1	4.177105
1	1.8612278
1	2.7704113
1	1.6074936
1	3.7884202
1	4.3113256
1	3.91228
1	4.0102186
1	4.3999805
1	3.0657434
1	1.5717502
1	4.137799
1	4.343596
1	3.136045
1	4.2988334
1	4.0333004
1	4.0578103
1	4.1966224
1	3.0487306
1	3.1207218
1	4.16089
1	1.2311352
1	1.3249681
1	3.7910328
1	4.1594944
1	3.2127674
1	4.0361166
1	2.8882008
1	3.9819217
1	3.941124
1	3.6898837
1	3.778232
1	3.359048
1	3.7929087
1	3.3452115
1	3.9145956
1	4.1859803
1	3.8652968
1	1.6421691
1	4.275815
1	3.0394444
1	1.8202778
1	3.3598485
1	4.035256
1	3.8023
1	3.979576
1	3.6409488
1	4.089661
1	4.1510763
1	4.2832227
1	2.674809
1	2.9531968
1	3.598153
1	1.9731758
1	3.9810343
1	4.172651
1	4.088587
1	0.8913177
1	1.0409485
1	1.2611173
1	1.1663246
1	4.3873305
1	3.544949
1	3.3274856
1	3.981686
1	3.5125003
1	4.372885
1	3.6303625
1	3.3466825
1	4.169333
1	2.044197
1	3.6830454
1	4.22955
1	2.9168186
1	4.327555
1	3.4284592
1	3.4127731
1	1.9661808
1	4.2075706
1	2.467387
1	4.065684
1	4.0030413
1	3.7561889
1	3.4236288
1	4.168654
1	3.9657788
1	3.750544
1	3.9707031
1	3.9391785
1	4.3487935
1	3.8361096
1	3.366025
1	2.9543195
1	3.5657024
1	4.405624
1	3.585576
1	1.9342058
1	2.8926902
1	3.8289523
1	3.7550564
1	2.888773
1	4.1698294
1	4.2755075
1	3.9613218
1	4.194771
1	3.2305133
1	4.3342967
1	4.2921453
1	3.6309156
1	2.0150714
1	4.033974
1	4.2103977
1	4.2908683
1	4.0956616
1	4.3283
1	1.37336
1	4.3808784
1	4.192663
1	1.6085155
1	1.6283404
1	3.410832
1	3.7685304
1	3.0607853
1	3.8129153
1	4.0539236
1	4.118418
1	3.832676
1	3.1179905
1	1.6705289
1	2.7553964
1	2.5691
1	2.6046877
1	2.6088433
1	2.5914474
1	2.5037599
1	3.6957169
1	4.145214
1	3.2704554
1	2.2711885
1	4.0682445
1	4.029758
1	2.846861
1	3.773818
1	2.9760933
1	3.5397968
1	3.7095652
1	4.022335
1	3.2207003
1	3.0464091
1	1.615359
1	3.7739444
1	1.6201123
1	1.8494757
1	1.6226124
1	3.0957685
1	1.2484391
1	3.3263621
1	1.1826991
1	3.015034
1	4.1588807
1	4.0400667
1	3.6926036
1	4.215717
1	4.0613613
1	0.98370606
1	0.7292174
1	1.179634
1	0.9316361
1	0.94979435
1	0.8275869
1	3.6836143
1	3.626042
1	0.9835092
1	3.5018678
1	3.7418127
1	3.6353245
1	3.2295036
1	2.8181863
1	4.072928
1	4.183523
1	1.3571784
1	1.1496505
1	1.0434523
1	1.2919874
1	3.9730558
1	3.5615206
1	4.054965
1	2.976467
1	3.9650583
1	3.8872213
1	4.3605824
1	3.2709045
1	3.9638581
1	1.8670704
1	2.569552
1	3.2606273
1	2.539766
1	2.032619
1	4.145362
1	4.139449
1	3.8587985
2	4.203609
2	3.4770126
2	2.1050932
2	1.5346396
2	3.8979487
2	1.0692949
2	1.1832193
2	1.106455
2	3.7125955
2	3.6749759
2	3.9592557
2	4.180414
2	3.9240756
2	4.168447
2	4.2091246
2	4.140824
2	4.353047
2	4.302631
2	1.5891356
2	1.8813097
2	1.1268125
2	4.0742693
2	4.4360185
2	3.2670155
2	3.9752574
2	3.626698
2	4.272762
2	4.059549
2	4.126058
2	3.9596677
2	3.8668714
2	3.7606645
2	3.5411282
2	4.3201947
2	3.550408
2	1.2123736
2	2.6795216
2	4.2487364
2	2.682815
2	1.3132778
2	1.3453264
2	2.95339
2	3.9447117
2	4.019567
2	3.9120903
2	3.9649844
2	4.0363016
2	3.4134336
2	4.1919923
2	3.9389114
2	3.8816662
2	3.039691
2	4.048962
2	3.6293406
2	4.248236
2	3.8083482
2	4.0896573
2	3.465291
2	4.260143
2	2.5334888
2	3.7692213
2	3.4656343
2	3.6101894
2	2.4389386
2	2.5481467
2	3.5257816
2	2.202529
2	3.016881
2	3.19099
2	4.285243
2	3.9411874
2	3.1116366
2	4.125342
2	3.6869593
2	4.364839
2	3.6748037
2	3.836841
2	3.83391
2	3.4768705
2	3.6314392
2	3.5652456
2	3.593494
2	3.3967466
2	3.6855526
2	3.3002076
2	3.1319175
2	3.4981446
2	3.4244404
2	3.8985076
2	3.3394456
2	3.739819
2	3.456317
2	4.294744
2	4.1048007
2	3.2940316
2	3.1002593
2	1.9807646
2	3.3833055
2	3.8627396
2	4.111632
2	4.2651305
2	3.5476227
2	2.936973
2	3.2552073
2	4.127193
2	4.08625
2	3.3851185
2	4.153494
2	3.8753972
2	2.233227
2	4.030257
2	4.2037816
2	3.9270296
2	3.8791466
2	3.4872818
2	3.718152
2	3.9279528
2	3.6709666
2	2.6600566
2	3.7568479
2	4.2409205
2	4.0784526
2	4.0592256
2	4.341317
2	3.3684125
2	3.5867953
2	4.280138
2	4.0682487
2	4.1331863
2	4.118019
2	4.1773577
2	2.7416716
2	3.8535042
2	4.239062
2	2.2217941
2	3.5982633
2	3.1238973
2	4.0584893
2	4.2812557
2	4.178791
2	4.185437
2	3.8626366
2	4.0561876
2	3.249085
2	3.990841
2	4.11921
2	4.148068
2	2.9470158
2	3.8198032
2	3.4256577
2	4.355822
2	4.2199264
2	3.6371756
2	3.3438377
2	3.5314326
2	3.3783135
2	3.214235
2	3.29423
2	2.8552685
2	3.9536195
2	3.9327579
2	3.303287
2	3.9654846
2	3.5303817
2	4.1501937
2	3.556604
2	4.1103163
2	2.9524913
2	4.2981257
2	3.3664474
2	3.3242235
2	2.6588168
2	4.1045856
2	4.02716
2	3.6953797
2	4.123796
2	4.0334177
2	3.5433922
2	4.104963
2	3.52289
2	4.0299525
2	3.558826
2	3.830688
2	4.2917843
2	3.6008773
2	2.6102653
2	3.4963245
2	4.3054867
2	4.347296
2	4.149669
2	4.216704
2	3.9446836
2	4.327971
2	4.217729
2	2.8056078
2	4.134275
2	3.4803834
2	2.7948458
2	3.5906248
2	3.487656
2	3.71523
2	3.0197024
2	4.1263876
2	1.1773804
2	3.4253411
2	4.002982
2	4.270641
2	3.8139176
2	4.0475593
2	3.2210374
2	3.66152
2	3.2521992
2	4.1752253
2	4.1904497
2	3.9182773
2	3.6229467
2	3.38942
2	4.0231895
2	4.2856617
2	3.9692078
2	4.2441087
2	2.209686
2	4.2834687
2	4.05161
2	2.7101915
2	4.254114
2	4.0074368
2	1.9082443
2	2.0546184
2	2.0648386
2	2.289987
2	1.8960607
2	4.231174
2	1.4048662
2	3.9835634
2	3.927446
2	4.089987
2	2.037417
2	3.2665257
2	1.4625465
2	2.0169692
2	3.8165593
2	3.4909945
2	3.8932748
2	3.4337912
2	3.4224296
2	3.871552
2	3.865458
2	3.6551652
2	3.996058
2	3.5475302
2	3.7302642
2	4.2365303
2	4.1657343
2	3.9560814
2	4.1490364
2	3.5076203
2	4.28196
2	4.2097135
2	3.9396343
2	4.0478134
2	3.460999
2	2.5530179
2	3.7966614
2	2.9822955
2	3.615851
2	3.3760371
2	2.7904775
2	3.7255888
2	4.018024
2	2.1978412
2	3.3705535
2	3.9758606
2	3.427866
2	3.9356632
2	2.774363
2	1.9458334
2	2.1660752
2	2.2564356
2	4.2289944
2	4.3580937
2	3.9415293
2	2.6662416
2	3.7821007
2	3.9529643
2	2.903821
2	4.242991
2	3.5129204
2	3.939722
2	3.3364286
2	3.2254124
2	3.5884943
2	3.7674375
2	3.8506455
2	3.7309766
2	4.1586366
2	3.7006092
2	4.190763
2	3.9838023
2	3.6918774
2	3.7737088
2	4.0738854
2	3.7858276
2	2.9799166
2	4.08227
2	4.021761
2	4.166124
2	4.269165
2	3.7712998
2	4.0335426
2	1.71297
2	3.7716022
2	3.2690344
2	4.122679
2	3.2059317
2	4.3265915
2	3.8249211
2	4.375454
2	3.4217362
2	3.6601396
2	4.0372295
2	4.093077
2	3.7028403
2	3.594399
2	3.8741035
2	4.3247485
2	3.8867254
2	3.9374723
2	4.0125127
2	3.928906
2	2.6149101
2	4.1959443
2	1.71212
2	2.7542996
2	4.2161455
2	3.999494
2	3.500042
2	4.1719565
2	3.9189095
2	4.1675444
2	4.196007
2	4.1829424
2	4.045674
2	3.4076872
2	4.33668
2	3.4294696
2	2.8390622
2	4.2155867
2	3.5205421
2	1.6282045
2	1.7060249
2	1.3771192
2	3.483078
2	4.034197
2	3.1397738
2	4.2402053
2	4.0402594
2	3.4867692
2	4.085687
2	4.352571
2	3.8183374
2	3.4204974
2	4.3018513
2	3.8336377
2	3.843173
2	3.6543026
2	3.037825
2	2.200018
2	3.8087573
2	3.8360748
2	3.970518
2	4.218274
2	3.960761
2	4.258852
2	4.127583
2	4.332048
2	3.5892706
2	4.0874405
2	3.5469503
2	3.4235682
2	4.16861
2	3.8473282
2	3.4220705
2	2.232471
2	3.3651032
2	4.039091
2	3.5430584
2	3.4365864
2	3.5676627
2	4.09383
2	3.492466
2	3.7047892
2	3.26963
2	3.5091915
2	3.6278167
2	3.882534
2	2.908341
2	2.2440667
2	3.0341935
2	2.5371833
2	3.0197215
2	3.8404536
2	3.0749278
2	1.8491106
2	2.6803255
2	3.6787395
2	3.9087434
2	3.453566
2	2.391745
2	3.411707
2	3.8455768
2	3.8551712
2	3.430583
2	4.1786766
2	2.6519732
2	4.0741277
2	4.344496
2	4.0172706
2	4.3411574
2	4.27819
2	4.390702
2	4.326093
2	3.6580787
2	4.1161118
2	4.351471
2	4.2094483
2	4.1256104
2	4.2569294
2	3.331018
2	3.8729148
2	3.715332
2	4.0351405
2	4.272554
2	3.6255531
2	4.2129884
2	3.4418736
2	3.4963665
2	3.5158
2	3.4162455
2	3.2284465
2	3.7524385
2	3.4748816
2	3.5408235
2	3.5507865
2	3.0112357
2	3.0309112
2	3.909131
2	3.8947177
2	3.9914942
2	4.227441
2	4.2501607
2	4.2911434
2	3.07908
2	3.621409
2	4.1039805
2	3.550084
2	3.7835984
2	4.3097715
2	4.125892
2	4.162976
2	3.2901182
2	3.1872015
2	4.125449
2	4.0215154
2	4.12235
2	3.7368693
2	3.8561716
2	1.746583
2	3.7942743
2	4.012259
3	4.111371
3	4.245112
3	4.1654944
3	3.9281297
3	4.296619
3	3.632256
3	4.162233
3	3.9050922
3	4.173601
3	3.0330255
3	4.119222
3	2.824335
3	3.9270258
3	3.6393614
3	4.010896
3	4.152353
3	4.0341125
3	3.0220509
3	3.468378
3	3.7116838
3	4.1745205
3	4.1326547
3	4.0402126
3	3.246105
3	3.929451
3	4.1266594
3	4.0061183
3	4.1356893
3	3.6859093
3	4.183865
3	4.2475657
3	3.3550925
3	3.9997582
3	3.4130044
3	4.237718
3	4.2320075
3	4.231559
3	4.0314417
3	4.2246566
3	4.1102886
3	3.9623442
3	4.301385
3	3.9043326
3	4.181736
3	3.2221622
3	3.929915
3	4.0069356
3	3.7659154
3	3.9801888
3	4.3032093
3	3.75563
3	3.8668475
3	3.631527
3	3.5078907
3	4.202943
3	3.945325
3	2.9996567
3	4.277324
3	3.937718
3	4.2417765
3	2.6492624
3	3.8554335
3	4.2637506
3	3.9523706
3	1.9117637
3	3.6002898
3	3.636365
3	3.5249248
3	3.7769294
3	4.040611
3	4.24358
3	3.615735
3	2.8213289
3	3.1635475
3	3.5644631
3	3.8220296
3	3.656807
3	3.1509778
3	3.0027328
3	4.242507
3	3.9168482
3	4.183689
3	4.296277
3	3.9287314
3	3.6837754
3	3.336893
3	2.864684
3	2.9859672
3	3.550568
3	4.1042023
3	2.5382967
3	3.6970787
3	4.1955557
3	2.2968402
3	2.8673434
3	3.853952
3	3.6222882
3	4.02653
3	4.000096
3	2.2887597
3	4.1545043
3	2.1417859
3	3.4952984
3	3.6015167
3	3.0940378
3	4.106218
3	2.8373652
3	3.5639
3	3.6620731
3	3.4779487
3	2.3910694
3	3.925178
3	3.9455647
3	3.3759718
3	2.427194
3	3.784995
3	3.5677967
3	4.066533
3	3.8605304
3	4.155714
3	4.00558
3	4.033589
3	3.9567213
3	4.0772038
3	3.9796371
3	3.5353274
3	3.6141868
3	2.6268482
3	3.346623
3	3.4064722
3	4.0235386
3	3.686841
3	4.340225
3	1.7606108
3	4.3433304
3	4.1026015
3	3.990819
3	4.0308576
3	3.713634
3	3.84802
3	4.088292
3	3.9600067
3	4.1443305
3	3.06811
3	4.32046
3	3.6576967
3	4.3936324
3	4.1593122
3	4.3831453
3	3.5391693
3	4.381837
3	3.9131212
3	3.8206086
3	4.177285
3	4.131271
3	3.1138299
3	3.776462
3	4.235117
3	4.052718
3	3.9984846
3	4.1852946
3	4.0329885
3	3.6971512
3	4.142215
3	3.880865
3	3.3458157
3	2.7508569
3	4.0819826
3	3.228032
3	3.9768271
3	4.178447
3	2.396347
3	4.138453
3	4.2707996
3	4.416414
3	4.073356
3	4.3070874
3	3.6020398
3	3.3897066
3	3.858542
3	3.7732596
3	3.5815878
3	3.0050194
3	3.5689054
3	3.8288293
3	4.3403473
3	4.024192
3	2.953324
3	3.4782376
3	3.9465184
3	4.270528
3	3.931131
3	2.424852
3	3.1983275
3	4.1440353
3	1.5449749
3	2.3700805
3	1.7425264
3	4.135991
3	3.6926336
3	3.364931
3	4.140126
3	1.2020472
3	1.1409249
3	1.5661368
3	1.4032358
3	3.6450567
3	3.2095218
3	3.7244205
3	3.2070231
3	3.510344
3	3.4795718
3	3.6699963
3	2.749114
3	2.9548206
3	3.9995732
3	3.7264752
3	4.4485173
3	4.4570565
3	4.1041183
3	3.5778236
3	4.2921624
3	2.1219916
3	3.4345994
3	3.7532792
3	2.5824692
3	3.911491
3	3.4394493
3	1.3294638
3	3.7031841
3	3.7385097
3	3.640307
3	4.193929
3	3.3283882
3	1.5967495
3	2.9275117
3	4.1762114
3	3.3817186
3	4.0391154
3	3.5658703
3	3.624422
3	3.6716886
3	3.9596906
3	3.8378549
3	4.124951
3	4.1326137
3	2.3929744
3	2.4553525
3	2.381596
3	2.1047862
3	3.5720634
3	2.0038943
3	2.7772722
3	3.4097676
3	3.01014
3	4.1728153
3	2.61621
3	3.7370348
3	3.9806933
3	3.9325786
3	3.0575156
3	3.4688325
3	3.22021
3	3.9563441
3	3.8436022
3	3.8021393
3	3.787768
3	3.9764986
3	4.105034
3	3.9515853
3	3.3547592
3	4.019944
3	2.609663
3	3.1778662
3	3.6638808
3	2.2862275
3	1.430898
3	2.9418516
3	3.8670363
3	3.9301562
3	2.5880852
3	3.9619713
3	1.6866337
3	4.3709936
3	4.318564
3	3.8241434
3	4.2766423
3	3.8168383
3	4.247111
3	3.6460657
3	4.33088
3	3.7687502
3	3.946663
3	3.938363
3	4.114383
3	4.075681
3	3.558446
3	3.5148897
3	3.8124595
3	4.1296835
3	4.33485
3	4.1126785
3	4.0377855
3	4.10686
3	1.0816791
3	3.8876405
3	3.8718047
3	3.1144419
3	4.089548
3	4.157734
3	4.149508
3	4.2614408
3	4.1512585
3	4.321936
3	4.1830673
3	3.0825868
3	1.889932
3	1.9968768
3	1.8782736
3	4.301021
3	4.142414
3	4.153738
3	4.2855563
3	4.2876787
3	4.1590514
3	4.2145066
3	4.293708
3	4.2453847
